term,name,district,party,counties,image_link,senator_link,speaker
2014 - 2016,"Broxson, Doug",3,Republican,"Parts of Okaloosa, Santa Rosa",https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4491.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4491&LegislativeTermId=86,Speaker Crisafulli
2014 - 2016,"Burgess, Jr., Daniel Wright ""Danny""",38,Republican,Part of Pasco,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4604.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4604&LegislativeTermId=86,Speaker Crisafulli
2014 - 2016,"Burton, Colleen",40,Republican,Part of Polk,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4616.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4616&LegislativeTermId=86,Speaker Crisafulli
2014 - 2016,"Caldwell, Matt",79,Republican,Part of Lee,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4513.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4513&LegislativeTermId=86,Speaker Crisafulli
2014 - 2016,"Campbell, Daphne D.",108,Democrat,Part of Miami-Dade,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4522.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4522&LegislativeTermId=86,Speaker Crisafulli
2014 - 2016,"Clarke-Reed, Gwyndolen ""Gwyn""",92,Democrat,Part of Broward,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4432.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4432&LegislativeTermId=86,Speaker Crisafulli
2014 - 2016,"Combee, Neil",39,Republican,"Parts of Osceola, Polk",https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4567.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4567&LegislativeTermId=86,Speaker Crisafulli
2014 - 2016,"Corcoran, Richard",37,Republican,Part of Pasco,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4503.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4503&LegislativeTermId=86,Speaker Crisafulli
2014 - 2016,"Cortes, John",43,Democrat,Part of Osceola,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4605.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4605&LegislativeTermId=86,Speaker Crisafulli
2014 - 2016,"Cortes, Robert ""Bob""",30,Republican,"Parts of Orange, Seminole",https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4598.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4598&LegislativeTermId=86,Speaker Crisafulli
2014 - 2016,"Costello, Fred",25,Republican,Part of Volusia,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4499.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4499&LegislativeTermId=86,Speaker Crisafulli
2014 - 2016,"Crisafulli, Steve",51,Republican,Part of Brevard,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4448.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4448&LegislativeTermId=86,Speaker Crisafulli
2014 - 2016,"Cruz, Janet",62,Democrat,Part of Hillsborough,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4477.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4477&LegislativeTermId=86,Speaker Crisafulli
2014 - 2016,"Cummings, W. Travis",18,Republican,Part of Clay,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4540.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4540&LegislativeTermId=86,Speaker Crisafulli
2014 - 2016,"Diaz, Jose Felix",116,Republican,Part of Miami-Dade,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4526.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4526&LegislativeTermId=86,Speaker Crisafulli
2014 - 2016,"Diaz, Jr., Manny",103,Republican,"Parts of Broward, Miami-Dade",https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4558.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4558&LegislativeTermId=86,Speaker Crisafulli
2014 - 2016,"Drake, Brad",5,Republican,"Holmes, Jackson, Walton, Washington and part of Bay ",https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4436.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4436&LegislativeTermId=86,Speaker Crisafulli
2014 - 2016,"DuBose, Bobby B.",94,Democrat,Part of Broward,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4612.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4612&LegislativeTermId=86,Speaker Crisafulli
2014 - 2016,"Dudley, Dwight",68,Democrat,Part of Pinellas,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4570.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4570&LegislativeTermId=86,Speaker Crisafulli
2014 - 2016,"Eagle, Dane",77,Republican,Part of Lee,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4573.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4573&LegislativeTermId=86,Speaker Crisafulli
2014 - 2016,"Edwards-Walpole, Katie",98,Democrat,Part of Broward,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4566.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4566&LegislativeTermId=86,Speaker Crisafulli
2014 - 2016,"Eisnaugle, Eric",44,Republican,Part of Orange,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4449.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4449&LegislativeTermId=86,Speaker Crisafulli
2014 - 2016,"Fant, Jay",15,Republican,Part of Duval,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4601.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4601&LegislativeTermId=86,Speaker Crisafulli
2014 - 2016,"Fitzenhagen, Heather",78,Republican,Part of Lee,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4574.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4574&LegislativeTermId=86,Speaker Crisafulli
2014 - 2016,"Fresen, Erik",114,Republican,Part of Miami-Dade,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4461.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4461&LegislativeTermId=86,Speaker Crisafulli
2014 - 2016,"Fullwood, Reggie",13,Democrat,Part of Duval,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4496.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4496&LegislativeTermId=86,Speaker Crisafulli
2014 - 2016,"Gaetz, Matt",4,Republican,Part of Okaloosa,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4478.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4478&LegislativeTermId=86,Speaker Crisafulli
2014 - 2016,"Geller, Joseph",100,Democrat,"Parts of Broward, Miami-Dade",https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4614.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4614&LegislativeTermId=86,Speaker Crisafulli
2014 - 2016,"Gonzalez, Julio",74,Republican,Part of Sarasota,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4611.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4611&LegislativeTermId=86,Speaker Crisafulli
2014 - 2016,"Goodson, Tom",50,Republican,"Parts of Brevard, Orange",https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4500.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4500&LegislativeTermId=86,Speaker Crisafulli
2014 - 2016,"Grant, James ""J.W.""",64,Republican,"Parts of Hillsborough, Pinellas",https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4504.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4504&LegislativeTermId=86,Speaker Crisafulli
2014 - 2016,"Hager, Bill",89,Republican,Part of Palm Beach,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4518.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4518&LegislativeTermId=86,Speaker Crisafulli
2014 - 2016,"Harrell, Gayle B.",83,Republican,"Parts of Martin, St. Lucie",https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4211.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4211&LegislativeTermId=86,Speaker Crisafulli
2014 - 2016,"Harrison, Shawn",63,Republican,Part of Hillsborough,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4510.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4510&LegislativeTermId=86,Speaker Crisafulli
2014 - 2016,"Hill, Mike",2,Republican,"Parts of Escambia, Santa Rosa",https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4595.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4595&LegislativeTermId=86,Speaker Crisafulli
2014 - 2016,"Hudson, Matt",80,Republican,Hendry and part of Collier,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4420.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4420&LegislativeTermId=86,Speaker Crisafulli
2014 - 2016,"Hutson, Travis",24,Republican,"Flagler and parts of St. Johns, Volusia",https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4542.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4542&LegislativeTermId=86,Speaker Crisafulli
2014 - 2016,"Ingoglia, Blaise",35,Republican,Part of Hernando,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4603.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4603&LegislativeTermId=86,Speaker Crisafulli
2014 - 2016,"Ingram, Clay",1,Republican,Part of Escambia,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4493.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4493&LegislativeTermId=86,Speaker Crisafulli
2014 - 2016,"* Jacobs, Kristin Diane",96,Democrat,Part of Broward,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4613.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4613&LegislativeTermId=86,Speaker Crisafulli
2014 - 2016,"Jenne, Evan",99,Democrat,Part of Broward,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4365.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4365&LegislativeTermId=86,Speaker Crisafulli
2014 - 2016,"Jones, Mia L.",14,Democrat,Part of Duval,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4440.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4440&LegislativeTermId=86,Speaker Crisafulli
2014 - 2016,"Jones, Shevrin D. ""Shev""",101,Democrat,Part of Broward,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4559.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4559&LegislativeTermId=86,Speaker Crisafulli
2014 - 2016,"Kerner, Dave",87,Democrat,Part of Palm Beach,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4577.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4577&LegislativeTermId=86,Speaker Crisafulli
2014 - 2016,"La Rosa, Mike",42,Republican,"Parts of Osceola, Polk",https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4546.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4546&LegislativeTermId=86,Speaker Crisafulli
2014 - 2016,"Latvala, Chris",67,Republican,Part of Pinellas,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4610.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4610&LegislativeTermId=86,Speaker Crisafulli
2014 - 2016,"Lee, Jr., Larry",84,Democrat,Part of St. Lucie,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4576.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4576&LegislativeTermId=86,Speaker Crisafulli
2014 - 2016,"Magar, MaryLynn ""ML""",82,Republican,"Parts of Martin, Palm Beach",https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4575.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4575&LegislativeTermId=86,Speaker Crisafulli
2014 - 2016,"Mayfield, Debbie",54,Republican,Indian River and part of St. Lucie,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4456.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4456&LegislativeTermId=86,Speaker Crisafulli
2014 - 2016,"McBurney, Charles",16,Republican,Part of Duval,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4418.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4418&LegislativeTermId=86,Speaker Crisafulli
2014 - 2016,"McGhee, Kionne L.",117,Democrat,Part of Miami-Dade,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4555.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4555&LegislativeTermId=86,Speaker Crisafulli
2014 - 2016,"Metz, Larry",32,Republican,Part of Lake,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4498.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4498&LegislativeTermId=86,Speaker Crisafulli
2014 - 2016,"Miller, Mike",47,Republican,Part of Orange,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4606.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4606&LegislativeTermId=86,Speaker Crisafulli
2014 - 2016,"Moraitis, Jr., George R.",93,Republican,Part of Broward,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4520.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4520&LegislativeTermId=86,Speaker Crisafulli
2014 - 2016,"Moskowitz, Jared Evan",97,Democrat,Part of Broward,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4560.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4560&LegislativeTermId=86,Speaker Crisafulli
2014 - 2016,"Murphy, Amanda",36,Democrat,Part of Pasco,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4596.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4596&LegislativeTermId=86,Speaker Crisafulli
2014 - 2016,"Narain, Edwin",61,Democrat,Part of Hillsborough,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4608.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4608&LegislativeTermId=86,Speaker Crisafulli
2014 - 2016,"Nuñez, Jeanette M.",119,Republican,Part of Miami-Dade,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4524.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4524&LegislativeTermId=86,Speaker Crisafulli
2014 - 2016,"Oliva, Jose R.",110,Republican,Part of Miami-Dade,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4534.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4534&LegislativeTermId=86,Speaker Crisafulli
2014 - 2016,"O'Toole, H. Marlene",33,Republican,"Sumter and parts of Lake, Marion",https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4462.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4462&LegislativeTermId=86,Speaker Crisafulli
2014 - 2016,"Pafford, Mark S.",86,Democrat,Part of Palm Beach,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4435.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4435&LegislativeTermId=86,Speaker Crisafulli
2014 - 2016,"Passidomo, Kathleen C.",106,Republican,Part of Collier,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4514.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4514&LegislativeTermId=86,Speaker Crisafulli
2014 - 2016,"Pending, Special Election",13,,Part of Duval,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4617.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4617&LegislativeTermId=86,Speaker Crisafulli
2014 - 2016,"Pending, Special Election",64,,"Parts of Hillsborough, Pinellas",https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4618.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4618&LegislativeTermId=86,Speaker Crisafulli
2014 - 2016,"Perry, W. Keith",21,Republican,"Dixie, Gilchrist and part of Alachua",https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4497.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4497&LegislativeTermId=86,Speaker Crisafulli
2014 - 2016,"Peters, Kathleen M.",69,Republican,Part of Pinellas,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4571.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4571&LegislativeTermId=86,Speaker Crisafulli
2014 - 2016,"Pigman, Cary",55,Republican,"Glades, Highlands, Okeechobee and part of  St. Lucie",https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4551.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4551&LegislativeTermId=86,Speaker Crisafulli
2014 - 2016,"Pilon, Ray",72,Republican,Part of Sarasota,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4512.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4512&LegislativeTermId=86,Speaker Crisafulli
2014 - 2016,"Plakon, Scott",29,Republican,Part of Seminole,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4430.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4430&LegislativeTermId=86,Speaker Crisafulli
2014 - 2016,"Plasencia, Rene ""Coach P""",49,Republican,Part of Orange,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4607.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4607&LegislativeTermId=86,Speaker Crisafulli
2014 - 2016,"Porter, Elizabeth W.",10,Republican,"Baker, Columbia, Hamilton, Suwannee and part of Alachua",https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4494.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4494&LegislativeTermId=86,Speaker Crisafulli
2014 - 2016,"Powell, Bobby",88,Democrat,Part of Palm Beach,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4578.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4578&LegislativeTermId=86,Speaker Crisafulli
